# Gene expression in TPM - median across runs per condition for study SRP063061
	48h	5 days	Upon arrival	Upon dissection
WBGene00234230	52.9	50.8	68.2	66.7
WBGene00234231	143.5	168.4	166.0	141.2
WBGene00234232	89.0	51.2	68.8	60.3
WBGene00234233	54.7	41.1	68.2	64.1
WBGene00234234	48.9	49.9	59.1	42.0
WBGene00234235	113.8	108.4	93.3	108.6
WBGene00234236	216.1	263.0	341.3	328.1
WBGene00234237	40.5	26.4	30.3	30.6
WBGene00234238	73.2	54.1	57.6	68.1
WBGene00234239	199.1	202.9	242.7	224.4
WBGene00234240	171.0	153.7	154.4	180.9
WBGene00234241	67.4	57.8	58.7	65.5
WBGene00234242	270.8	245.0	297.9	300.5
WBGene00234243	65.6	61.9	62.7	63.1
WBGene00234244	23.8	17.8	32.5	26.4
WBGene00234246	119.3	77.7	84.5	100.6
WBGene00234247	68.1	35.1	52.8	59.0
WBGene00234248	69.3	42.6	64.0	63.2
WBGene00234249	111.3	117.9	107.1	108.3
WBGene00234250	73.3	57.4	53.4	59.8
WBGene00234251	46.2	44.5	55.7	37.5
WBGene00234252	46.2	29.5	40.1	34.3
WBGene00234253	23.1	23.7	11.2	24.0
WBGene00234254	20.7	14.5	3.4	2.3
WBGene00234255	49.8	34.3	55.8	59.1
WBGene00234256	285.3	338.9	397.8	319.5
WBGene00234257	111.1	80.0	96.1	113.1
WBGene00234258	133.1	88.9	106.6	136.0
WBGene00234259	114.7	111.0	132.4	140.6
WBGene00234260	46.3	31.0	32.0	33.8
WBGene00234261	339.5	322.5	373.4	316.9
WBGene00234262	189.7	166.5	181.4	180.9
WBGene00234263	79.1	72.3	75.6	71.1
WBGene00234264	106.4	106.6	96.6	102.0
WBGene00234265	19.1	12.3	15.7	17.3
WBGene00234266	69.9	54.8	58.6	65.2
WBGene00234267	115.5	88.2	123.5	109.4
WBGene00234268	1168.8	1412.1	946.5	1201.3
WBGene00234269	164.9	141.9	183.0	147.1
WBGene00234270	86.8	49.5	53.7	73.6
WBGene00234271	121.5	162.7	134.5	140.1
WBGene00234272	100.4	95.3	111.4	118.2
WBGene00234273	171.7	164.7	179.2	187.2
WBGene00234274	98.5	39.9	54.3	117.6
WBGene00234275	118.1	102.8	110.7	104.8
WBGene00234276	220.2	185.0	201.9	196.9
WBGene00234277	121.6	106.3	139.6	109.5
WBGene00234278	44.5	44.6	68.6	68.0
WBGene00234279	13.2	15.3	15.8	11.7
WBGene00234280	132.4	124.1	160.0	191.4
WBGene00234281	108.2	72.5	82.7	98.8
WBGene00234282	52.8	24.9	45.3	50.0
WBGene00234283	277.1	237.6	252.8	253.3
WBGene00234284	174.1	186.6	207.8	183.0
WBGene00234285	51.5	44.2	39.6	43.4
WBGene00234286	192.1	195.1	178.9	176.7
WBGene00234287	141.7	132.4	226.2	203.8
WBGene00234288	190.8	184.4	155.6	199.6
WBGene00234289	627.4	639.7	731.5	652.4
WBGene00234290	96.6	95.3	93.9	79.6
WBGene00234291	109.1	85.2	68.4	76.7
WBGene00234292	144.0	140.5	166.7	149.6
WBGene00234293	90.3	55.8	59.5	99.3
WBGene00234294	81.3	43.9	56.8	59.2
WBGene00234295	371.5	329.8	337.0	313.0
WBGene00234296	64.8	55.2	54.8	66.5
WBGene00234297	1154.5	1026.5	1168.8	1116.1
WBGene00234298	136.2	90.3	118.9	185.9
WBGene00234299	269.1	312.0	238.9	258.6
WBGene00234300	792.1	718.1	896.3	808.4
WBGene00234301	160.5	115.1	126.6	200.3
WBGene00234302	103.1	97.9	127.0	136.8
WBGene00234303	1363.2	1108.0	1621.2	1085.4
WBGene00234304	1936.1	2353.7	2270.1	2613.1
WBGene00234305	49.5	40.3	34.0	34.1
WBGene00234306	970.1	829.4	918.5	853.2
WBGene00234307	731.4	782.4	639.3	732.8
WBGene00234308	110.9	83.9	69.6	91.3
WBGene00234309	170.6	196.1	150.5	142.0
WBGene00234310	2954.1	3343.5	2608.9	3172.1
WBGene00234311	124.7	98.7	118.9	96.6
WBGene00234312	144.8	148.2	140.9	135.9
WBGene00234313	122.7	112.1	112.3	111.5
WBGene00234314	717.1	701.7	695.8	653.5
WBGene00234315	194.6	222.6	211.4	204.1
WBGene00234316	836.6	915.2	1223.5	810.5
WBGene00234317	236.4	225.1	195.8	173.6
WBGene00234318	126.4	135.0	101.1	94.7
WBGene00234319	484.6	546.3	483.9	555.2
WBGene00234320	3517.3	3617.7	3098.4	3415.9
WBGene00234321	427.3	489.7	378.8	418.0
WBGene00234322	994.4	1134.7	832.3	775.5
WBGene00234323	349.9	433.3	337.0	306.9
WBGene00234324	393.9	395.1	231.0	253.2
WBGene00234325	259.1	345.7	343.5	264.6
WBGene00234326	612.6	592.3	649.4	755.9
WBGene00234329	210.0	218.7	228.6	213.5
WBGene00234330	309.5	305.1	236.9	250.1
WBGene00234331	367.8	371.0	621.1	336.7
WBGene00234332	560.5	563.1	490.7	491.9
WBGene00234333	164.8	178.2	166.1	139.3
WBGene00234334	1366.8	1537.8	1454.7	1499.4
WBGene00234335	1401.7	1363.2	1283.3	1272.3
WBGene00234336	54.2	45.9	59.5	29.1
WBGene00234337	153.3	144.9	253.9	160.8
WBGene00234338	848.2	806.2	776.3	643.9
WBGene00234339	347.5	391.3	316.3	284.2
WBGene00234340	168.2	197.3	135.9	154.1
WBGene00234341	162.4	175.9	114.5	98.5
WBGene00234342	824.1	945.4	956.3	849.9
WBGene00234343	1155.1	1125.1	1098.1	1051.6
WBGene00234344	396.4	328.0	414.2	375.5
WBGene00234345	1674.8	1656.9	1165.9	1142.4
WBGene00234346	14.8	6.5	9.8	15.3
WBGene00234347	118.1	99.5	100.7	112.4
WBGene00234348	45.9	38.7	46.4	50.8
WBGene00234349	179.7	182.4	205.3	206.4
WBGene00234350	18.6	13.0	15.1	13.8
WBGene00234351	8.1	11.2	5.3	15.6
WBGene00234355	17.3	11.9	12.3	7.7
WBGene00234357	3.1	3.9	6.7	0.0
WBGene00234359	1.5	0.0	0.3	0.7
WBGene00234360	0.0	0.0	0.6	1.2
WBGene00234361	9.9	5.6	10.0	11.0
WBGene00234362	0.0	1.7	0.0	0.0
WBGene00234363	4.0	4.8	0.8	1.6
WBGene00234364	0.0	0.0	0.0	0.0
WBGene00234365	0.0	0.0	0.6	3.8
WBGene00234366	37.4	26.6	26.4	17.7
WBGene00234367	0.0	0.0	0.0	0.0
WBGene00234368	0.0	0.0	0.0	0.0
WBGene00234370	2.9	1.6	3.5	3.2
WBGene00234373	14.6	11.7	20.5	20.5
WBGene00234377	47.9	48.1	53.8	45.8
WBGene00234378	0.0	0.0	0.0	0.0
WBGene00234379	0.0	0.0	0.6	0.0
WBGene00234380	9.4	12.4	25.5	16.0
WBGene00234381	9.9	8.7	9.8	10.9
WBGene00234382	0.0	0.0	0.0	1.4
WBGene00234385	0.0	0.0	0.0	0.0
WBGene00234386	0.0	0.0	0.0	0.0
WBGene00234387	55.2	45.2	21.1	40.0
WBGene00234391	0.0	0.0	0.0	0.0
WBGene00234397	0.8	0.7	1.3	0.0
WBGene00234399	0.0	0.0	0.0	0.0
WBGene00234403	0.0	0.0	0.0	0.0
WBGene00234405	0.0	0.0	0.0	0.0
WBGene00234418	15.2	17.2	17.1	8.3
WBGene00234419	3.1	3.8	1.1	2.2
WBGene00234423	10.3	4.3	7.8	9.6
WBGene00234425	7.6	1.1	4.9	5.8
WBGene00234429	0.0	0.0	0.0	0.0
WBGene00234434	1.8	1.8	1.3	0.5
WBGene00234440	0.0	0.0	0.2	0.0
WBGene00234443	11.4	13.8	32.4	18.1
WBGene00234453	53.4	62.7	69.7	50.0
WBGene00234461	1.4	4.0	9.2	10.4
WBGene00234462	0.0	0.0	0.0	0.0
WBGene00234466	38.7	16.4	35.8	15.4
WBGene00234468	0.0	0.0	0.0	6.4
WBGene00234470	32.3	61.2	75.0	51.2
WBGene00234475	3.0	0.0	0.0	4.2
WBGene00234476	4.9	8.8	1.8	2.8
WBGene00234479	7.0	9.4	2.9	8.1
WBGene00234492	5.0	3.7	3.0	6.9
WBGene00234493	1.2	1.5	0.4	0.4
WBGene00234494	2.2	0.0	0.9	3.0
WBGene00234496	0.0	0.0	1.1	0.0
WBGene00234498	10.7	6.4	10.1	18.5
WBGene00234500	0.0	0.0	1.1	8.2
WBGene00234501	0.0	0.0	0.0	0.0
WBGene00234503	0.0	0.0	0.0	0.0
WBGene00234504	0.0	0.0	0.0	0.0
WBGene00234510	0.0	0.0	0.0	0.0
WBGene00234511	150.5	132.0	90.4	79.3
WBGene00234514	5.3	7.7	10.2	6.7
WBGene00234516	41.7	23.7	26.3	45.6
WBGene00234518	21.2	54.1	30.1	28.7
WBGene00234519	0.0	0.0	0.0	0.0
WBGene00234520	10.2	9.0	13.0	6.7
WBGene00234526	8.2	16.8	20.7	12.9
WBGene00234531	5.4	6.9	9.4	6.4
WBGene00234533	6.0	6.8	7.6	8.4
WBGene00234534	0.0	0.0	0.0	0.0
WBGene00234535	3.2	3.0	2.3	3.3
WBGene00234537	0.0	2.8	3.9	1.8
WBGene00234539	0.0	0.0	1.5	0.0
WBGene00234545	0.0	1.1	1.0	0.0
WBGene00234549	0.0	0.0	0.0	0.0
WBGene00234552	0.0	9.7	0.0	7.1
WBGene00234553	10.2	7.4	11.7	17.9
WBGene00234562	4.1	0.0	0.0	0.0
WBGene00234566	36.8	36.0	24.2	26.1
WBGene00234568	3.3	4.8	1.7	0.0
WBGene00234571	54.1	32.6	33.2	52.0
WBGene00234573	0.0	0.0	0.0	0.0
WBGene00234574	287.0	204.7	271.5	256.0
WBGene00234575	0.0	0.0	0.0	0.0
WBGene00234579	29.9	27.6	38.4	57.7
WBGene00234581	65.5	55.5	67.0	66.5
WBGene00234584	2.1	0.9	1.2	0.3
WBGene00234586	0.0	2.2	5.5	1.2
WBGene00234588	0.0	0.0	0.0	0.0
WBGene00234592	0.0	0.0	0.0	0.0
WBGene00234593	6.8	0.0	0.0	0.0
WBGene00234594	21.4	8.6	13.5	21.9
WBGene00234599	65.8	50.9	65.2	68.3
WBGene00234603	26.8	23.8	30.1	32.4
WBGene00234605	26.3	19.6	19.5	15.4
WBGene00234610	30.3	33.5	23.2	29.5
WBGene00234611	97.0	130.5	97.1	84.4
WBGene00234614	3.6	6.1	8.1	20.1
WBGene00234617	0.0	0.0	0.0	0.0
WBGene00234620	19.3	12.8	18.7	22.8
WBGene00234621	8.9	7.6	14.8	13.4
WBGene00234628	0.0	0.0	2.2	2.2
WBGene00234629	64.5	101.7	65.2	58.1
WBGene00234639	0.8	0.5	0.7	0.0
WBGene00234641	3.9	7.2	4.6	0.0
WBGene00234657	1.2	0.9	1.4	0.0
WBGene00234665	11.8	14.5	19.4	11.7
WBGene00234689	2.3	0.0	0.0	0.0
WBGene00234690	224.6	215.1	168.2	202.6
WBGene00234693	108.7	101.0	93.8	102.8
WBGene00234700	0.0	0.0	0.0	0.0
WBGene00234706	292.2	283.9	249.4	232.7
WBGene00234710	17.8	7.1	32.7	5.5
WBGene00234713	0.0	14.8	7.8	5.9
WBGene00234752	10.5	9.7	13.3	17.0
WBGene00234754	22.1	11.1	3.7	3.5
WBGene00234758	0.0	0.0	0.0	0.0
WBGene00234759	0.0	0.0	0.0	0.0
WBGene00234760	0.0	0.0	0.0	0.0
WBGene00234761	0.0	0.0	0.0	0.0
WBGene00234762	6.9	16.1	8.4	15.3
WBGene00234763	0.0	0.0	0.0	0.0
WBGene00234764	0.0	0.0	0.0	0.0
WBGene00234765	0.0	0.0	0.0	0.0
WBGene00234768	0.0	3.9	5.8	13.5
WBGene00234769	0.0	0.0	0.0	0.0
WBGene00234770	0.0	0.0	0.0	0.0
WBGene00234771	0.0	0.0	5.8	0.0
WBGene00234772	0.0	0.0	0.0	0.0
WBGene00234773	0.0	0.0	0.0	0.0
WBGene00234774	0.0	0.0	0.0	0.0
WBGene00234775	6.2	0.0	7.4	0.0
WBGene00234776	6.7	6.7	2.4	7.3
WBGene00234777	7.0	13.5	0.0	5.1
WBGene00234778	0.0	0.0	0.0	0.0
WBGene00234781	6.0	3.4	0.0	0.0
WBGene00234784	0.0	0.0	0.0	0.0
WBGene00234785	26.3	39.0	16.9	0.0
WBGene00234786	0.0	0.0	0.0	0.0
WBGene00234787	0.0	0.0	0.0	0.0
WBGene00234790	0.0	0.0	0.0	0.0
WBGene00234791	0.0	0.0	0.0	0.0
WBGene00234792	0.0	0.0	0.0	0.0
WBGene00234794	0.0	0.0	0.0	0.0
WBGene00234796	0.0	3.9	0.0	0.0
WBGene00234797	0.0	0.0	0.0	0.0
WBGene00234798	0.0	0.0	0.0	0.0
WBGene00234799	0.0	0.0	0.0	0.0
WBGene00234800	7.4	0.0	0.0	0.0
WBGene00234801	5.3	0.0	0.0	0.0
WBGene00234802	0.0	0.0	0.0	0.0
WBGene00234803	0.0	0.0	0.0	0.0
WBGene00234804	0.0	0.0	0.0	0.0
WBGene00234805	0.0	0.0	0.0	0.0
WBGene00234806	0.0	5.7	0.0	0.0
WBGene00234807	0.0	0.0	0.0	0.0
WBGene00234808	0.0	0.0	3.1	0.0
WBGene00234810	0.0	0.0	0.0	0.0
WBGene00234812	9.6	0.0	0.0	0.0
WBGene00234813	0.0	0.0	0.0	0.0
WBGene00234814	0.0	0.0	0.0	0.0
WBGene00234815	0.0	0.0	0.0	0.0
WBGene00234816	0.0	0.0	8.8	0.0
WBGene00234817	0.0	0.0	0.0	0.0
WBGene00234818	0.0	0.0	0.0	0.0
WBGene00234819	0.0	0.0	0.0	0.0
WBGene00234820	0.0	0.0	0.0	0.0
WBGene00234821	25.4	0.0	17.0	4.5
WBGene00234822	0.0	0.0	0.0	0.0
WBGene00234823	0.0	0.0	27.8	0.0
WBGene00234825	0.0	0.0	0.0	0.0
WBGene00234826	0.0	0.0	0.0	0.0
WBGene00234827	0.0	0.0	0.0	0.0
WBGene00234829	0.0	0.0	0.0	0.0
WBGene00234831	0.0	0.0	0.0	0.0
WBGene00234833	0.0	0.0	0.0	0.0
WBGene00234834	0.0	0.0	0.0	0.0
WBGene00234837	0.0	0.0	11.0	0.0
WBGene00234838	0.0	0.0	0.0	0.0
WBGene00234840	0.0	0.0	0.0	0.0
WBGene00234841	0.0	0.0	0.0	0.0
WBGene00234843	0.0	0.0	2.2	0.0
WBGene00234844	0.0	0.0	0.0	0.0
WBGene00234845	0.0	0.0	0.0	0.0
WBGene00234846	0.0	5.6	0.0	0.0
WBGene00234847	0.0	0.0	0.0	0.0
WBGene00234848	0.0	0.0	0.0	0.0
WBGene00234849	0.0	0.0	0.0	0.0
WBGene00234850	0.0	0.0	0.0	0.0
WBGene00234851	0.0	0.0	0.0	0.0
WBGene00234852	0.0	0.0	0.0	0.0
WBGene00234854	7.0	0.0	0.0	0.0
WBGene00234855	0.0	0.0	0.0	0.0
WBGene00234856	0.0	0.0	0.0	0.0
WBGene00234857	0.0	0.0	0.0	0.0
WBGene00234860	0.0	0.0	0.0	0.0
WBGene00234862	0.0	0.0	0.0	0.0
WBGene00234864	0.0	0.0	0.0	0.0
WBGene00234865	0.0	0.0	0.0	0.0
WBGene00234866	0.0	0.0	0.0	0.0
WBGene00234868	0.0	0.0	8.3	8.4
WBGene00234869	0.0	0.0	0.0	0.0
WBGene00234870	7.0	8.5	5.8	0.0
WBGene00234871	0.0	0.0	0.0	0.0
WBGene00234872	0.0	0.0	0.0	0.0
WBGene00234874	16.8	26.4	52.2	31.7
WBGene00234875	0.0	0.0	0.0	0.0
WBGene00234876	0.0	0.0	0.0	0.0
WBGene00234877	0.0	0.0	0.0	0.0
WBGene00234878	0.0	0.0	0.0	0.0
WBGene00234879	0.0	0.0	0.0	0.0
WBGene00234880	7.0	7.7	0.0	13.6
WBGene00234882	0.0	0.0	0.0	0.0
WBGene00234883	0.0	0.0	0.0	0.0
WBGene00234886	0.0	16.8	17.5	0.0
WBGene00234887	0.0	0.0	0.0	0.0
WBGene00234889	22.4	18.4	15.8	8.2
WBGene00234890	0.0	0.0	0.0	0.0
WBGene00234891	0.0	11.8	0.0	0.0
WBGene00234892	0.0	0.0	0.0	0.0
WBGene00234893	0.0	0.0	21.4	8.5
WBGene00234894	0.0	0.0	0.0	0.0
WBGene00234895	0.0	0.0	0.0	0.0
WBGene00234896	0.0	0.0	0.0	0.0
WBGene00234897	46.7	39.9	58.8	28.9
WBGene00234898	0.0	7.6	0.0	0.0
WBGene00234899	0.0	0.0	0.0	0.0
WBGene00234901	0.0	0.0	0.0	0.0
WBGene00234902	0.0	0.0	0.0	0.0
WBGene00234903	0.0	0.0	0.0	0.0
WBGene00234905	0.0	0.0	0.0	0.0
WBGene00234906	0.0	0.0	0.0	0.0
WBGene00234919	15.9	30.6	33.4	8.2
WBGene00234925	0.0	0.0	0.0	0.0
WBGene00234926	0.0	0.0	0.0	0.0
WBGene00234927	136.9	92.1	121.2	111.5
WBGene00234928	87.8	103.2	107.5	126.3
WBGene00234929	78.5	77.7	66.4	83.0
WBGene00234930	22.9	29.7	38.3	14.8
WBGene00234931	5.5	6.8	4.7	0.0
WBGene00234933	69.8	84.8	101.4	97.7
WBGene00234934	0.0	0.0	0.6	0.0
WBGene00234935	74.1	54.3	64.3	86.0
WBGene00234936	166.4	137.2	143.0	203.8
WBGene00234938	48.5	55.3	70.3	63.7
WBGene00234939	5.0	5.0	4.1	2.6
WBGene00234940	13.7	9.6	11.0	15.1
WBGene00234941	62.6	55.6	56.8	60.3
WBGene00234943	81.0	70.9	74.0	111.9
WBGene00234944	16.6	15.3	22.4	18.8
WBGene00234946	0.0	0.0	0.0	0.0
WBGene00234949	7.3	4.0	4.8	3.9
WBGene00234950	37.9	28.2	52.3	81.2
WBGene00234951	59.5	39.8	52.1	64.8
WBGene00234952	30.5	33.7	23.3	28.1
WBGene00234953	0.0	0.0	0.0	0.0
WBGene00234954	30.4	23.4	36.4	38.2
WBGene00234956	16.8	13.9	15.2	21.9
WBGene00234957	32.1	18.8	20.8	32.4
WBGene00234959	1.9	0.0	1.8	0.0
WBGene00234960	30.4	28.1	18.1	16.6
WBGene00234963	265.9	168.7	207.9	303.4
WBGene00234964	13.7	11.1	15.6	13.8
WBGene00234967	11.8	0.9	3.1	1.1
WBGene00234968	35.5	21.8	28.0	52.8
WBGene00234970	26.5	34.4	33.1	47.8
WBGene00234971	181.2	176.8	122.3	176.4
WBGene00234972	17.4	16.3	15.8	19.4
WBGene00234973	34.9	42.0	34.6	42.8
WBGene00234976	200.7	159.3	197.5	217.9
WBGene00234977	35.8	48.8	54.5	55.8
WBGene00234979	201.2	176.9	250.9	221.4
WBGene00234980	209.1	153.0	146.0	170.7
WBGene00234985	8.7	7.3	0.0	8.5
WBGene00234986	9403.5	8888.2	9029.1	10295.3
WBGene00234989	72.0	88.0	53.5	53.2
WBGene00234992	127.5	108.8	109.3	103.8
WBGene00234994	2.3	0.0	0.0	0.0
WBGene00234996	1.6	1.5	1.3	1.4
WBGene00234999	90.5	50.2	67.8	80.3
WBGene00235000	46.0	26.9	31.4	33.0
WBGene00235001	51.7	36.4	51.0	51.4
WBGene00235002	64.1	50.3	49.6	42.1
WBGene00235004	28.6	23.9	25.2	25.4
WBGene00235005	195.0	174.0	227.4	196.7
WBGene00235006	7.1	4.7	1.3	2.3
WBGene00235010	32.9	36.5	26.9	28.5
WBGene00235011	26.4	32.0	14.5	29.0
WBGene00235012	59.5	72.3	93.9	84.5
WBGene00235013	127.5	122.9	103.3	113.7
WBGene00235014	1285.1	1569.0	1858.4	1270.9
WBGene00235015	64.4	70.7	173.7	124.6
WBGene00235016	41.3	45.9	72.3	58.6
WBGene00235017	130.4	100.7	103.2	122.9
WBGene00235018	27.5	23.2	23.9	23.8
WBGene00235019	28.4	32.8	35.1	51.1
WBGene00235020	44.5	49.8	54.1	70.7
WBGene00235022	92.7	57.9	77.4	97.4
WBGene00235023	38.1	43.0	29.7	51.2
WBGene00235026	48.2	44.3	81.8	47.5
WBGene00235027	13.8	8.5	24.7	25.3
WBGene00235029	39.0	28.6	33.6	47.9
WBGene00235030	45.6	44.8	39.8	38.2
WBGene00235031	619.1	827.9	573.2	535.7
WBGene00235032	8.3	5.6	4.9	6.9
WBGene00235033	113.4	113.1	123.5	133.0
WBGene00235034	282.2	309.2	226.0	296.2
WBGene00235035	8.3	6.4	1.8	2.7
WBGene00235036	77.8	72.4	59.6	66.4
WBGene00235038	1.7	4.7	7.3	2.7
WBGene00235040	72.1	38.3	60.9	81.3
WBGene00235043	2.0	4.2	2.7	4.1
WBGene00235046	101.6	80.2	122.2	74.7
WBGene00235047	41.1	26.4	50.1	48.6
WBGene00235048	225.4	208.4	195.8	251.3
WBGene00235049	16.0	13.0	12.1	19.3
WBGene00235051	134.2	104.2	124.8	84.8
WBGene00235052	0.0	0.0	0.0	0.0
WBGene00235053	8.4	2.5	3.9	1.1
WBGene00235054	4.5	6.6	5.4	10.2
WBGene00235056	30.4	28.0	53.8	33.5
WBGene00235057	53.3	59.6	68.9	81.2
WBGene00235058	0.0	0.9	0.0	0.0
WBGene00235059	75.4	76.3	92.5	97.4
WBGene00235060	0.0	0.0	8.5	1.4
WBGene00235061	1667.1	2811.3	1766.1	1837.3
WBGene00235062	56.6	41.1	46.9	57.7
WBGene00235063	6.4	10.2	6.0	6.2
WBGene00235064	5.2	3.4	3.1	3.9
WBGene00235065	20.0	10.2	18.3	20.2
WBGene00235066	25.1	20.0	25.2	12.6
WBGene00235067	107.7	84.6	113.8	86.9
WBGene00235068	0.0	0.0	0.0	5.3
WBGene00235069	18.9	18.9	20.6	22.0
WBGene00235070	43.5	43.9	58.1	44.4
WBGene00235071	540.8	877.0	943.0	1109.8
WBGene00235074	27.9	24.8	9.2	16.1
WBGene00235075	54.4	25.0	28.4	51.0
WBGene00235077	24.0	18.7	21.8	27.7
WBGene00235079	199.6	182.7	208.6	174.2
WBGene00235103	42.0	25.4	36.7	66.4
WBGene00235105	10.9	7.2	14.9	14.0
WBGene00235125	7.9	6.0	6.4	9.4
WBGene00235127	6.1	3.9	9.4	7.3
WBGene00235130	39.1	56.5	25.8	41.8
WBGene00235131	45.9	38.5	44.6	53.0
WBGene00235135	4.0	3.1	1.9	2.2
WBGene00235136	117.9	142.6	120.6	143.1
WBGene00235360	63.2	50.2	63.7	63.4
WBGene00235392	0.0	4.5	2.4	2.4
WBGene00235393	0.0	0.0	0.0	0.0
WBGene00235394	12.8	26.6	29.6	30.6
WBGene00235395	0.0	0.0	0.0	0.0
WBGene00235396	0.0	0.0	0.0	0.0
WBGene00235397	0.0	9.6	0.0	0.0
WBGene00235398	335.8	332.0	141.8	280.2
WBGene00235399	21.9	31.0	23.2	39.4
WBGene00235400	0.0	0.0	0.0	0.0
WBGene00235401	0.0	0.0	0.0	0.0
WBGene00235402	0.0	0.0	0.0	0.0
WBGene00235403	0.0	0.0	0.0	0.0
WBGene00235404	5.0	0.0	0.0	0.0
WBGene00235405	0.0	0.0	0.0	0.0
WBGene00235406	137.5	225.4	152.5	231.9
WBGene00235407	27205.5	21638.3	23113.0	16905.4
WBGene00235408	0.0	0.0	0.0	0.0
WBGene00235411	0.0	0.0	0.0	0.0
WBGene00235412	3.5	4.3	0.5	1.8
WBGene00235414	0.0	0.0	0.0	0.0
WBGene00235415	0.0	0.0	0.0	0.0
WBGene00235416	0.0	0.0	0.0	0.0
WBGene00235417	24.2	21.8	30.2	34.3
WBGene00235418	0.0	0.0	0.0	0.0
WBGene00235419	0.0	0.0	0.0	0.0
WBGene00235420	9.5	2.5	0.0	2.2
WBGene00235421	10.9	9.1	2.4	6.6
WBGene00235422	2.1	2.8	5.9	6.8
WBGene00235423	0.0	0.0	0.0	0.0
WBGene00235424	0.0	2.2	0.0	0.0
WBGene00235425	0.0	0.0	0.0	0.0
WBGene00235426	0.0	0.0	2.8	0.0
WBGene00235427	0.0	0.0	0.0	0.0
WBGene00235430	8.0	5.9	7.9	9.3
WBGene00235431	4.7	5.3	1.9	8.1
WBGene00235433	0.0	0.0	0.0	0.0
WBGene00235434	0.0	2.1	0.0	0.0
WBGene00235436	0.0	0.0	0.0	0.0
WBGene00235437	0.0	10.2	0.0	0.0
WBGene00235438	19.4	21.5	6.9	0.0
WBGene00235439	0.0	0.0	0.0	0.0
WBGene00235440	0.0	0.0	0.0	0.0
WBGene00235441	0.0	0.0	0.0	0.0
WBGene00235442	0.0	0.0	0.0	0.0
WBGene00235443	0.0	0.0	0.0	0.0
WBGene00235444	0.0	0.0	0.0	0.0
WBGene00235445	0.0	0.0	0.0	0.0
WBGene00235446	0.0	0.0	0.0	0.0
WBGene00235447	0.0	0.0	0.0	0.0
WBGene00235448	42.4	39.2	80.6	50.5
WBGene00235449	0.0	0.0	0.0	0.0
WBGene00235451	0.0	0.0	0.0	0.0
WBGene00235452	0.0	0.0	0.0	0.0
WBGene00235453	0.0	0.0	0.0	0.0
WBGene00235455	0.0	0.0	0.0	0.0
WBGene00235456	0.0	0.0	0.0	0.0
WBGene00235457	22.4	25.7	25.3	8.3
WBGene00235458	0.0	0.0	0.0	0.0
WBGene00235459	15.8	3.3	1.6	0.0
WBGene00235460	0.0	0.0	0.0	0.0
WBGene00235461	0.0	0.0	0.0	0.0
WBGene00235462	0.0	0.0	0.0	0.0
WBGene00235465	0.0	0.0	4.1	13.8
WBGene00235466	37.2	43.5	14.9	47.6
WBGene00235467	0.0	0.0	3.6	8.3
WBGene00235468	0.0	0.0	0.0	0.0
WBGene00235469	0.0	0.0	0.0	0.0
WBGene00235470	0.0	54.3	91.5	27.5
WBGene00235471	0.0	0.0	0.0	0.0
WBGene00235472	0.0	0.0	0.0	0.0
WBGene00235473	0.0	0.0	0.0	0.0
WBGene00235474	52.1	24.3	13.0	0.0
WBGene00235475	0.0	0.0	0.0	0.0
WBGene00235476	0.0	0.0	0.0	0.0
WBGene00235477	0.0	0.0	0.0	0.0
WBGene00235478	0.0	4.8	4.6	0.0
WBGene00235479	0.0	0.0	0.0	0.0
WBGene00235480	0.0	0.0	0.0	0.0
WBGene00235481	0.0	0.0	0.0	0.0
WBGene00235482	0.0	0.0	0.0	0.0
WBGene00235483	0.0	0.0	0.0	0.0
WBGene00235484	7.0	18.6	2.7	5.2
WBGene00235485	0.0	0.0	0.0	0.0
WBGene00235486	0.0	0.0	0.0	0.0
WBGene00235487	0.0	0.0	0.0	0.0
WBGene00235488	0.0	0.0	0.0	0.0
WBGene00235489	0.0	0.0	0.0	0.0
WBGene00235492	0.0	0.0	0.0	0.0
WBGene00235493	0.0	0.0	0.0	0.0
WBGene00235494	0.0	0.0	0.0	0.0
WBGene00235495	4.8	6.1	4.3	0.0
WBGene00235496	0.0	0.0	0.0	0.0
WBGene00235497	5.2	0.0	4.3	0.0
WBGene00235498	0.0	0.0	0.0	0.0
WBGene00235499	0.0	0.0	0.0	0.0
WBGene00235500	0.0	0.0	0.0	0.0
WBGene00235501	10.5	9.1	8.1	7.4
WBGene00235502	355.4	241.3	244.7	248.5
WBGene00235503	0.0	0.0	0.0	0.0
WBGene00235504	0.0	0.0	0.0	0.0
WBGene00235505	0.0	0.0	0.0	0.0
WBGene00235506	0.0	0.0	0.0	0.0
WBGene00235507	0.0	0.0	0.0	0.0
WBGene00235508	0.0	0.0	0.0	0.0
WBGene00235509	0.0	0.0	0.0	0.0
WBGene00235511	0.0	0.0	0.0	0.0
WBGene00235512	0.0	0.0	0.0	0.0
WBGene00235513	0.0	0.0	0.0	0.0
WBGene00235514	0.0	0.0	0.0	0.0
WBGene00235515	0.0	0.0	0.0	0.0
WBGene00235516	0.0	0.0	0.0	0.0
WBGene00235517	0.0	0.0	0.0	0.0
WBGene00235518	0.0	0.0	0.0	0.0
WBGene00235519	0.0	0.0	0.0	8.5
WBGene00235520	0.0	0.0	0.0	0.0
